Dates,bitcoin_cash_currencies,bitcoin_currencies,bitcoin_gold,cardano,dash,ethereum_classic,ethereum_currencies,monero,neo,ripple_currencies
2013-06-05,,112.3,,,,,,,,
2013-05-05,,115.91,,,,,,,,
2013-04-05,,112.5,,,,,,,,
2013-03-05,,97.75,,,,,,,,
2013-02-05,,105.21,,,,,,,,
2013-01-05,,116.99,,,,,,,,
2013-04-30,,139.0,,,,,,,,
2013-04-29,,144.54,,,,,,,,
2013-04-28,,134.21,,,,,,,,
2013-04-27,,,,,,,,,,
2013-04-26,,,,,,,,,,
2013-04-25,,,,,,,,,,
2013-04-24,,,,,,,,,,
2013-04-23,,,,,,,,,,
2013-04-22,,,,,,,,,,
2013-04-21,,,,,,,,,,
2013-04-20,,,,,,,,,,
2013-04-19,,,,,,,,,,
2013-04-18,,,,,,,,,,
2013-04-17,,,,,,,,,,
2013-04-16,,,,,,,,,,
2013-04-15,,,,,,,,,,
2013-04-14,,,,,,,,,,
2013-04-13,,,,,,,,,,
2013-12-04,,,,,,,,,,
2013-11-04,,,,,,,,,,
2013-10-04,,,,,,,,,,
2013-09-04,,,,,,,,,,
2013-08-04,,,,,,,,,,
2013-07-04,,,,,,,,,,
2013-06-04,,,,,,,,,,
2013-05-04,,,,,,,,,,
2013-04-04,,,,,,,,,,
2013-03-04,,,,,,,,,,
2013-02-04,,,,,,,,,,
2013-01-04,,,,,,,,,,
2013-03-31,,,,,,,,,,
2013-03-30,,,,,,,,,,
2013-03-29,,,,,,,,,,
2013-03-28,,,,,,,,,,
2013-03-27,,,,,,,,,,
2013-03-26,,,,,,,,,,
2013-03-25,,,,,,,,,,
2013-03-24,,,,,,,,,,
2013-03-23,,,,,,,,,,
2013-03-22,,,,,,,,,,
2013-03-21,,,,,,,,,,
2013-03-20,,,,,,,,,,
2013-03-19,,,,,,,,,,
2013-03-18,,,,,,,,,,
2013-03-17,,,,,,,,,,
2013-03-16,,,,,,,,,,
2013-03-15,,,,,,,,,,
2013-03-14,,,,,,,,,,
2013-03-13,,,,,,,,,,
2013-12-03,,,,,,,,,,
2013-11-03,,,,,,,,,,
2013-10-03,,,,,,,,,,
2013-09-03,,,,,,,,,,
2013-08-03,,,,,,,,,,
2013-07-03,,,,,,,,,,
2013-06-03,,,,,,,,,,
2013-05-03,,,,,,,,,,
2013-04-03,,,,,,,,,,
2013-03-03,,,,,,,,,,
2013-02-03,,,,,,,,,,
2013-01-03,,,,,,,,,,
2013-02-28,,,,,,,,,,
2013-02-27,,,,,,,,,,
2013-02-26,,,,,,,,,,
2013-02-25,,,,,,,,,,
2013-02-24,,,,,,,,,,
2013-02-23,,,,,,,,,,
2013-02-22,,,,,,,,,,
2013-02-21,,,,,,,,,,
2013-02-20,,,,,,,,,,
2013-02-19,,,,,,,,,,
2013-02-18,,,,,,,,,,
2013-02-17,,,,,,,,,,
2013-02-16,,,,,,,,,,
2013-02-15,,,,,,,,,,
2013-02-14,,,,,,,,,,
2013-02-13,,,,,,,,,,
2013-12-02,,,,,,,,,,
2013-11-02,,,,,,,,,,
2013-10-02,,,,,,,,,,
2013-09-02,,,,,,,,,,
2013-08-02,,,,,,,,,,
2013-07-02,,,,,,,,,,
2013-06-02,,,,,,,,,,
2013-05-02,,,,,,,,,,
2013-04-02,,,,,,,,,,
2013-03-02,,,,,,,,,,
2013-02-02,,,,,,,,,,
2013-01-02,,,,,,,,,,
2013-01-31,,,,,,,,,,
2013-01-30,,,,,,,,,,
2013-01-29,,,,,,,,,,
2013-01-28,,,,,,,,,,
2013-01-27,,,,,,,,,,
2013-01-26,,,,,,,,,,
2013-01-25,,,,,,,,,,
2013-01-24,,,,,,,,,,
2013-01-23,,,,,,,,,,
2013-01-22,,,,,,,,,,
2013-01-21,,,,,,,,,,
2013-01-20,,,,,,,,,,
2013-01-19,,,,,,,,,,
2013-01-18,,,,,,,,,,
2013-01-17,,,,,,,,,,
2013-01-16,,,,,,,,,,
2013-01-15,,,,,,,,,,
2013-01-14,,,,,,,,,,
2013-01-13,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-10-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-08-01,,,,,,,,,,
2013-07-01,,,,,,,,,,
2013-06-01,,,,,,,,,,
2013-05-01,,,,,,,,,,
2013-04-01,,,,,,,,,,
2013-03-01,,,,,,,,,,
2013-02-01,,,,,,,,,,
